post_id,Document_preprocessed,Topic,topic_label,date,fs_auto,prob_0,prob_1,post,fs_manual
1118067193-17957.0,bersetzung en de sam bankman fried bekennt sich nicht schuldig an anklagen des bundes im zusammenhang mit dem zusammenbruch des ftx krypto ponzi schemas,9,Inflation,2023-01-04T10:04:12Z,0,0.963403080181901,0.0365969198180992,"Übersetzung: en-de
Sam Bankman-Fried bekennt sich nicht schuldig an Anklagen des Bundes im Zusammenhang mit dem Zusammenbruch des FTX-Krypto-Ponzi-Schemas",0
1118067193-21168.0,trump schw rt bidens grausame politik zur geschlechtsbejahenden f rsorge f r kinder aufzuheben razzia gegen krankenh user big pharma f r die verst mmelung von kindern mit transgender operationen medikamente video,21,Gender and LGBTQ,2023-02-01T12:17:38Z,1,0.311531576950515,0.688468423049485,"Trump schwört, Bidens „grausame Politik“ zur „geschlechtsbejahenden Fürsorge“ für Kinder aufzuheben; Razzia gegen Krankenhäuser, Big Pharma für die Verstümmelung von Kindern mit Transgender-Operationen, Medikamente (Video)
",1
1118067193-26578.0,cbs meteorologin enth llt den grund f r ihren pl tzlichen zusammenbruch im live tv video der gateway experte,30,Umwelt,2023-03-22T11:03:38Z,0,0.943138451355054,0.0568615486449464,"CBS-Meteorologin enthüllt den Grund für ihren plötzlichen Zusammenbruch im Live-TV (VIDEO) | Der Gateway-Experte
",0
1118067193-36653.0,deshalb verleumden sie ihn robert kennedy jr stellt sich der kriegsmaschinerie biden administration t uscht das amerikanische volk ber motive die ganze welt ist von einem nuklearen fl chenbrand bedroht,14,Verschwörung: Rechts,2023-06-21T09:26:34Z,1,0.0534527179509285,0.946547282049072,"Deshalb verleumden sie ihn ... Robert Kennedy, Jr. stellt sich der Kriegsmaschinerie: „Biden-Administration täuscht das amerikanische Volk über Motive – die ganze Welt ist von einem nuklearen Flächenbrand bedroht“",1
1118067193-7575.0,uhr cartoon ber geplante elternschaft ermutigt kinder auf t dliche pubert tsblocker zu setzen wenn sie sich als transgender f hlen die drogen wirken wie ein stoppschild,21,Gender and LGBTQ,2022-10-12T08:57:35Z,1,0.195210245928606,0.804789754071394,"UHR: Cartoon über geplante Elternschaft ermutigt Kinder, auf tödliche Pubertätsblocker zu setzen, wenn sie sich als Transgender fühlen: Die Drogen wirken wie ein Stoppschild
",1
1127888562-1087.0,werbung verkauft dir heute alles au er produkte da geht s mehr um einen lifestyle die weltrevolution oder lgbt propaganda ein belgischer kaffeehersteller wirbt jetzt mit einem clip der mehr minderj hrige lesben als das getr nk in szene setzt au erdem exorzismus ist nicht nur was f r religi se fanatiker wie die gest rte praktik jetzt medizinische anwendung findet das und mehr im video,21,Gender and LGBTQ,2020-01-27T15:52:30Z,1,0.126623087953304,0.873376912046696,"Werbung verkauft Dir heute alles- außer Produkte. Da geht's mehr um einen Lifestyle, die Weltrevolution oder LGBT Propaganda. Ein belgischer Kaffeehersteller wirbt jetzt mit einem Clip, der mehr minderjährige Lesben als das Getränk in Szene setzt. Außerdem: Exorzismus ist nicht nur was für religiöse Fanatiker! Wie die gestörte Praktik jetzt medizinische Anwendung findet - das und mehr im Video!",1
1127888562-3356.0,neuer krautzone artikel merkel will l nder entmachten der unsichtbare feind muss sterben daf r ist mittlerweile jedes mittel recht,15,Feindbilder,2021-04-08T13:32:12Z,1,0.0987291321475334,0.901270867852467,"Neuer @anonymisiert ArtikelMERKEL WILL LÄNDER ENTMACHTENDer unsichtbare Feind muss sterben, dafür ist mittlerweile jedes Mittel recht.👉🏻",1
1128369473-2822.0,dieses lied und video ist komplett selbst gemacht von dem lieben sandro als wir den kanal gr ndeten meldete sich auf einmal sandro er bot uns hilfe an wir waren noch sehr klein aber das war ihm egal wir lernten uns kennen und mittlerweile ist er in meinem herzen und ich mag diesen mann auch wenn ich ihn nie gesehen habe sandro danke dass du da bist an euch ihr lieben vernetzt euch sucht nicht zwanghaft nach irgendwas sondern glaubt daran survivalgermany alleswasduzumlebenbrauchst alleswasduzumlebenbrauchst zsfgn positiveenergiearchiv,29,Esotherik,2021-08-29T09:40:53Z,0,0.898187512462156,0.101812487537844,"Dieses Lied und Video ist komplett selbst gemacht von dem lieben Sandro.Als wir den Kanal gründeten meldete sich auf einmal Sandro.Er bot uns Hilfe an. Wir waren noch sehr klein aber das war ihm egal. Wir lernten uns kennen und mittlerweile ist er in meinem Herzen und ich mag diesen Mann auch wenn ich ihn nie gesehen habe.Sandro, danke dass du da bist.An Euch Ihr Lieben. Vernetzt euch. Sucht nicht zwanghaft nach irgendwas sondern glaubt daran.👩‍🌾🌶🥕🐛🥬🌻🐝🌿🌱🦔🌳🧑‍🍳🐞🦋@@@@⚛ 🐛💬🧘‍♀️🎶🌞🦋",0
1128692603-23050.0,inflation zwei von drei haushalten werden kaum ber die runden kommen armut energie inflation im herbst k nnte die inflation in deutschland zweistellig werden was sie das letzte mal vor jahren war um ber die runden zu kommen m ssen dann viele haushalte ihre r cklagen angreifen,9,Inflation,2022-08-23T05:07:37Z,1,0.430177270790058,0.569822729209942,"​​​​​Inflation: Zwei von drei Haushalten werden kaum über die Runden kommen
#Armut #Energie #Inflation

Im Herbst könnte die Inflation in Deutschland zweistellig werden, was sie das letzte Mal vor 70 Jahren war․ Um über die Runden zu kommen, müssen dann viele Haushalte ihre Rücklagen angreifen․",1
1128700425-1688.0,merkel will den mega lockdown drastische lockdown ma nahmen von deren pr fung bild de aus ministeriumskreisen und spd gef hrten l nderregierungen erfahren haben will einstellung des ffentlichen kompletten nah und fernverkehr also bus bahn fl ge regionalbahnen etc eine tats chliche ausgangssperre bundesweit homeoffice pflicht f r alle bundesweit,15,Feindbilder,2021-01-14T17:14:08Z,1,0.196286431692302,0.803713568307698,"Merkel will den Mega-Lockdown! 

Drastische Lockdown-Maßnahmen, von deren Prüfung bild.de aus Ministeriumskreisen und SPD-geführten Länderregierungen erfahren haben will: 

Einstellung des öffentlichen kompletten Nah- und Fernverkehr, also Bus, Bahn, Flüge, Regionalbahnen etc. 

Eine tatsächliche Ausgangssperre, bundesweit. 

Homeoffice-Pflicht für alle, bundesweit 

",1
1128716621-13703.0,wenn es morgen in europa zum krieg kommt und die usa nicht in der nato sind april,2,Russland-Angriffskrieg,2022-04-11T11:03:17Z,0,0.640635854839898,0.359364145160102,"Wenn es morgen in Europa zum Krieg kommt und die USA nicht in der NATO sind

09.April.2022

",0
1128716621-15929.0,bersetzung n rnberg code aktiv todesstrafe f r hochverbrechen verbrechen gegen die menschheit hohe verbrechen menschenhandel menschliche landwirtschaft sex mit kindern p dophilie adrenochrom v lkermord terrorismus verrat globalisten sind satanisten globalisten sind terroristen wo sie gehen eins sie gehen alle zum gericht unterst tzt durch tribunalsforjustice gitmotv exposethepedosendthecabal,10,BLM,2022-07-25T00:01:00Z,1,0.0447225728846693,0.955277427115331,👆Übersetzung:NÜRNBERG-CODE AKTIVTODESSTRAFE FÜR:🔥🔥🔥HOCHVERBRECHEN🔥🔥🔥VERBRECHEN GEGEN DIE MENSCHHEITHOHE VERBRECHEN  🔥MENSCHENHANDEL  🔥MENSCHLICHE LANDWIRTSCHAFT  🔥SEX MIT KINDERN | PÄDOPHILIE  🔥ADRENOCHROMVÖLKERMORDTERRORISMUSVERRATGLOBALISTEN sind SATANISTENGLOBALISTEN sind TERRORISTENWO SIE GEHEN EINSSIE GEHEN ALLEZUM GERICHTunterstützt durch@anonymisiert@anonymisiert@anonymisiert,1
1128716621-18933.0,und so geschah es dass menschen mit einem schnupfen dachten sie h tten corona,1,Corona: Allgemein,2022-12-20T15:25:50Z,0,0.769686695699019,0.230313304300981,"👆Und so geschah es, dass Menschen mit einem Schnupfen dachten, sie hätten Corona. 😄",0
1128716621-18955.0,hunderte neuer ufo sichtungen werden von denkbetreuern getrommelt was nat rlich haunebuchener unsinn ist herrlich n w chter verehrte leser humoristische ironie in der audio selbstverst ndlich massig inklusive,13,Verschwörung: Allgemein,2022-12-21T17:39:03Z,0,0.967563848007255,0.0324361519927455,"„Hunderte neuer Ufo Sichtungen werden von Denkbetreuern getrommelt, was natürlich HAUNEBUchener Unsinn ist"" 😂😂😂

Herrlich N8Wächter 🙈😂

Verehrte Leser, humoristische Ironie in der Audio, selbstverständlich massig inklusive. 😁",0
1135812070-15988.0,paris brand in macrons stammlokal gelbe weste am tatort gefunden unzensiert,29,Esotherik,2020-01-21T13:29:39Z,0,0.968440980829426,0.031559019170574,"Paris: Brand in Macrons Stammlokal - ""Gelbe Weste am Tatort gefunden""@anonymisiert",0
1135812070-17275.0,ein ex wohnheim geriet am sonntagnachmittag in brand aufgrund des starken windes griff das feuer auf eine offen scheune und mehrere b ume ber unzensiert,29,Esotherik,2020-02-17T07:24:43Z,0,0.960694388994534,0.0393056110054659,Ein Ex-Wohnheim geriet am Sonntagnachmittag in Brand. Aufgrund des starken Windes griff das Feuer auf eine Offen-Scheune und mehrere Bäume über@anonymisiert,0
1135812070-19255.0,mein freund arbeitet in einer fabrik in der toilettenpapier und papierhandt cher hergestellt werden dies ist die reihe von lastwagen die darauf warten beladen zu werden unzensiert,8,Corona: Maßnahmen,2020-03-15T18:36:35Z,0,0.965151973340709,0.0348480266592907,"Mein Freund arbeitet in einer Fabrik, in der Toilettenpapier und Papierhandtücher hergestellt werden.  Dies ist die Reihe von Lastwagen, die darauf warten, beladen zu werden.@anonymisiert",0
1135812070-21591.0,einer der g brandstifter wurde vor der kamera gefangen dies ist der funkturm am koningsweg in groningen mein mann ist gerade am helllichten tag vorgefahren und hat es geschafft lol unzensiert,29,Esotherik,2020-04-16T12:34:52Z,0,0.938912892712294,0.0610871072877065,"Einer der 5G-Brandstifter wurde vor der Kamera gefangen.Dies ist der Funkturm am Koningsweg in Groningen.Mein Mann ist gerade am helllichten Tag vorgefahren und hat es geschafft, lol.@anonymisiert",0
1135812070-21734.0,petition angela merkel ist nicht unsere kanzlerin sie ist eine tiefe staatsmarionette und sollte verschwinden zur petition klick unzensiert,15,Feindbilder,2020-04-19T16:40:22Z,1,0.118895666626317,0.881104333373682,Petition: Angela Merkel ist nicht unsere Kanzlerin.Sie ist eine TIEFE STAATSMARIONETTE und sollte verschwinden.Zur Petition: Klick@anonymisiert,1
1135812070-22787.0,netzfund was medien verschweigen menschen in deutschland und aller welt stehen auf das weglassen oder das verschweigen von informationen ist eine technik in der manipulation von massen so denken aktuell viele dass es sich bei den demos um kleine einzelaktionen handelt ein paar verwirrte mit aluhut treffen sich und folgen verschw rungstheorien doch weit gefehlt berall auf dem planeten stehen die menschen friedlich auf und gehen gemeinsam auf die strasse sie zeigen ihren willen zur ver nderung sie wollen sich nicht mehr unterdr cken lassen damit wird der schlimmste albtraum f r regierungen wahr unzensiert,13,Verschwörung: Allgemein,2020-05-07T07:36:16Z,1,0.0688498697743089,0.931150130225691,"#netzfund 💡 Was Medien verschweigen – Menschen in Deutschland und aller Welt stehen auf🔥 Das Weglassen oder das Verschweigen von Informationen ist eine Technik in der Manipulation von Massen. So denken aktuell Viele, dass es sich bei den Demos um kleine Einzelaktionen handelt. Ein paar Verwirrte mit Aluhut treffen sich und folgen Verschwörungstheorien.Doch weit gefehlt. Überall auf dem Planeten stehen die Menschen friedlich auf und gehen gemeinsam auf die Strasse. Sie zeigen ihren Willen zur Veränderung. Sie wollen sich nicht mehr unterdrücken lassen. Damit wird der schlimmste Albtraum für Regierungen wahr.@anonymisiert",1
1135812070-36407.0,der bill gates wei seit jahrzehnten dass er mit impstoffen dazu beitragen kann die weltbev lkerung zu dezimieren das schlimme aber daran ist da er nicht ber die intelligenz verf gt zu begreifen dass bei diesem unfruchtbar machen mit lmpfstoffen und genetischem eingriff es zu allerschwersten nebenwirkungen mit tod gekommen ist im tierversuch deshalb wurden diese versuche mit tieren verboten siehe dokumentation hier klick eingesendet via unzensiertkontaktbot unzensiert,18,Verschwörung: Corona,2020-12-17T11:34:08Z,1,0.0354107300763238,0.964589269923676,"...der Bill Gates weiß seitJahrzehnten, dass er mitImpstoffen dazu beitragen kann, die Weltbevölkerung zu dezimierendas Schlimme aber daran ist, daß er nicht über die Intelligenz verfügt, zu begreifen, dass bei diesem ""Unfruchtbar-Machen"" mit lmpfstoffen und genetischem Eingriff ...🟪🟪🟪🟪🟪🟪🟪🟪🟪.... es zu allerschwersten Nebenwirkungen mit Tod gekommen ist, im Tierversuch ....deshalb wurden diese Versuche mit Tieren verboten, siehe Dokumentation hier: klick✉️Eingesendet via@anonymisiert@anonymisiert",1
1135812070-43357.0,ndr staatsfunk ein rfid chip unter der haut ach ja das sind ja alles nur verschw rungstheorien truelife unzensiert,18,Verschwörung: Corona,2021-05-04T15:19:23Z,0,0.806319399975565,0.193680600024435,‼ NDR (Staatsfunk) ‼《Ein RFID  Chip unter der Haut 》🤦🏻‍♂️Ach ja....Das sind ja alles nur Verschwörungstheorien 😉@anonymisiert@anonymisiert,0
1135812070-47830.0,der ungarische ministerpr sident viktor orban hat br ssel vorgeworfen f r die durchf hrung des referendums ber das umstrittene lgbtq gesetz verantwortlich zu sein unzensiert,21,Gender and LGBTQ,2021-07-24T05:54:21Z,0,0.971374497571855,0.0286255024281451,"Der ungarische Ministerpräsident Viktor Orban hat Brüssel vorgeworfen, für die Durchführung des Referendums über das umstrittene LGBTQ-Gesetz verantwortlich zu sein.@anonymisiert",0
1135812070-60254.0,unzensiert infoseite ehem us geheimdienstler jeder doktorabschluss auf dieser welt ob medizin oder wissenschaft hat falsche informationen ber die letzten jahre ber das universum egal was erhalten die informationen curriculums stammen alle von den draco reptilien und anderen entit ten jedes buch jeder universit t auf dieser welt hat desinformationen auf jedem technischen gebiet unerklaerbaer unzensiert unzensiertv,14,Verschwörung: Rechts,2022-03-20T20:23:33Z,1,0.0817393833422627,0.918260616657737,"@anonymisiert Ehem. US-Geheimdienstler: ""Jeder Doktorabschluss auf dieser Welt, ob Medizin oder Wissenschaft hat falsche Informationen über die letzten 1000 Jahre über das Universum, egal was, erhalten. Die Informationen (Curriculums) stammen alle von den Draco Reptilien und anderen Entitäten. Jedes Buch jeder Universität auf dieser Welt hat Desinformationen auf jedem technischen Gebiet""...@anonymisiertr@anonymisiert  / @anonymisiert",1
1135812070-63008.0,unzensiert infoseite alle l nder haben eine vereinbarung zur wettermanipulation und zum transhumanismus unterzeichnet das war alle die dem deep state der nato angeh ren millionenbetr ge werden tag t glich f r das verspr hen von strontium barium aluminium mangan arsen etc ausgegeben das projekt der nato heisst seit ironischerweise partnership for peace nachdem russland aus dem ehemaligen evergreenprojekt ausgestiegen ist quelle klick dasschwereerbe unzensiert unzensiertv,3,US-Politik: Trump vs Biden,2022-05-27T02:12:02Z,0,0.876634375627244,0.123365624372756,"= LÄNDER HABEN EINE VEREINBARUNG ZUR WETTERMANIPULATION UND ZUM TRANSHUMANISMUS UNTERZEICHNET. Das war ALLE die dem Deep State der NATO angehören.Millionenbeträge werden tag täglich für das versprühen von, Barium, Aluminium, Mangan, Arsen, etc. ausgegeben. Das Projekt der NATO heisst seit 2014 ironischerweise Partnership for Peace, nachdem Russland aus dem ehemaligen Evergreenprojekt 2014 ausgestiegen ist.Quelle: klick@@anonymisiert / @anonymisiert",0
1135812070-63843.0,unzensiert infoseite spanien die satanischen m chte greifen menschen von berall her an indem sie w lder verbrennen lebensmittelverarbeitungsfabriken verbrennen lebensmittelknappheit verursachen giftst e die wirtschaft zerst ren chemtrails digitale w hrungen tiere t ten g unzensiert unzensiertv,19,Glaube,2022-06-17T19:54:33Z,1,0.0255166034479805,0.97448339655202,"@anonymisiert🇪🇸 Spanien Die satanischen Mächte greifen Menschen von überall her an, indem sie 🔥 Wälder 🌳 verbrennen, Lebensmittelverarbeitungsfabriken verbrennen, Lebensmittelknappheit verursachen, Giftstöße 💉, die Wirtschaft zerstören, Chemtrails, digitale Währungen, Tiere töten, 5G @anonymisiert  / @anonymisiert",1
1138738432-8544.0,schon vor jahrhunderten wurden kinder unterirdisch transportiert die wege f hren unter anderem zu kirchen und regierungsgeb ude die satanisten wussten schon immer wie sie ihre schandtaten vor der ffentlichkeit verbergen wahrheit oder l ge,19,Glaube,2022-08-31T17:49:49Z,1,0.0255408974240622,0.974459102575938,"

Schon vor Jahrhunderten wurden Kinder unterirdisch transportiert..  Die Wege führen (unter anderem) zu Kirchen und ReGIERungsgebäude .. 
Die Satanisten wussten schon immer, wie sie ihre  Schandtaten vor der Öffentlichkeit verbergen.. 

⚖️ Wahrheit oder Lüge",1
1139511431-32429.0,impfdesaster in kanada wie in allen anderen l ndern zeigt sich auch in kanada ein zunehmendes impfdesaster die geimpften sind erheblich h ufiger infiziert erkranken fter schwer so dass sie ins spital m ssen und haben auch h here todesraten auch hier zeigt sich dass die gentherapie in immer mehr f llen das angeborene immunsystem schwer sch digt bis zur entwicklung von vakzine aids also eines durch die impfung erworbenen immunschw che syndroms the expose hat aufgedeckt dass kanada die daten v llig falsch darstellt es werden zahlen angegeben seit impfbeginn im dezember bis im januar gab es relativ viele f lle und kaum jemand war geimpft hier weiterlesen via netnewsexpress,1,Corona: Allgemein,2022-03-21T07:30:03Z,1,0.0355778902475938,0.964422109752406,"Impfdesaster in Kanada · Wie in allen anderen Ländern zeigt sich auch in Kanada ein zunehmendes Impfdesaster. Die Geimpften sind erheblich häufiger infiziert, erkranken öfter schwer, so dass sie ins Spital müssen und haben auch höhere Todesraten. Auch hier zeigt sich, dass die Gentherapie in immer mehr Fällen das angeborene Immunsystem schwer schädigt bis zur Entwicklung von Vakzine-AIDS, also eines durch die Impfung erworbenen Immunschwäche Syndroms. The Expose hat aufgedeckt, dass Kanada die Daten völlig falsch darstellt. Es werden Zahlen angegeben seit Impfbeginn im Dezember 2020 bis 27.2.2022. Im Januar 2021 gab es relativ viele Fälle und kaum jemand war geimpft.👉 Hier weiterlesen via @anonymisiert",1
